QuestionType,Asin,AnswerTime,UnixTime,Question,AnswerType,Answer,Category
open-ended,B000QHBILC,"Jan 27, 2014",1390809600.0,The question I have is why are you misquoting the retail price of this product? It is not $95 retail it is $69. The Ultimate packets are $95.,,"Hi Sherry, I apologize that the retail price is misquoted here. This particular listing is not sold directly from Jigsaw Health. This must be one of our wholesalers (seller store front: Body Care 360 / Skin And Body Care Products). I will contact them to have them update the information. Thank you for bringing this to my attention.",Health and Personal Care
yes/no,B000QHBILC,"Jan 18, 2014",1390032000.0,"I have constant bowl movements whilst on these vits, is this normal",Y,Constant? That's probably the Magnesium SRT. It takes the body a while to get use to. Their SRT formula tries to counter that. Actually it seems that's what the brand is most known for. I had 2 (sometimes 3) a day compared to the normal 1 (sometimes 2) movements each day. My body regulated back out. I'd be little worried if there was too much of a spike. Magnesium is pretty beneficial & most people are significantly deficient compared to the recommended daily amount.,Health and Personal Care
open-ended,B000QHBILC,"Nov 23, 2013",1385193600.0,what are the ingredients,,Go to their website and they are listed. Jigsaw health,Health and Personal Care
yes/no,B000QHBILC,"Oct 1, 2013",1380610800.0,is this amulti Vitiman ?,Y,"Yes, it is. Take a look at the pic of the side panel of the box and enlarge it. You can get an idea of the nutritional elements contained in this supplements.",Health and Personal Care
open-ended,B000QJ58WU,"Apr 25, 2014",1398409200.0,Use on metal roof?,,"haven't tried it on metal roof. Not a bad product,but takes long time for it to work.",Health and Personal Care
yes/no,B000QJ58WU,"Jul 15, 2014",1405407600.0,will this product work in crawlspaces,?,"I personally wouldn't use in a confined area ( little or no ventilation), the added moisture may result in bigger problems.",Health and Personal Care
open-ended,B000QJ58WU,"Mar 11, 2015",1426057200.0,How does this compare to Wet &amp; Forget for coverage and effectiveness?,,"Honestly, this is truly one of those products that ""you get what you paid for""...or even better: ""it's worth every penny""... We tried them all..NO COMPARISON to how well this works. You will love spray & forget, I promise!",Health and Personal Care
yes/no,B000QJ58WU,"Aug 31, 2013",1377932400.0,Will it work on roof gutters?,Y,"The underside of the gutter rarely gets wet in the rain. The idea of Spay and Forget is to simply spray it on and the elements will wash the residue off. For a place like gutters, you may have to hose it off after a while to wash the residue away. Will it kill the mold and mildew? Yes!",Health and Personal Care
open-ended,B000QJ58WU,"Jan 4, 2014",1388822400.0,Can it be used on composite decking like Veranda or Trex?,,my understanding is you can...but it's been 3 1/2 months since I applied it and I still see no difference...I'm in the process of contacting the manufacturer to see what the problem is !!!,Health and Personal Care
yes/no,B000QJ58WU,"Jan 1, 2015",1420099200.0,Can this be used on a laminate shingles,Y,"yes, any surface is ok.",Health and Personal Care
yes/no,B000QJ58WU,"Oct 29, 2013",1383030000.0,My house is tall and I would like to be able to wash all the vinyl siding without having to stand on a ladder. Is this possible?,Y,"Brenda, while this is a fantastic product that really works and keeps on working with each following rain it only works if you can get it to the places you need cleaned. My house is two stories and just over 40 feet high. I could only reach the eaves by standing on a ladder and then I had to use my Stihl back pack sprayer. My home is all brick with vinyl covered eaves where cleaning was needed. I was only able to get to the first floor level eaves. I will have to have someone go onto the roof to get the upper areas. Hope this helps you.",Health and Personal Care
open-ended,B000QJ58WU,"Nov 19, 2014",1416384000.0,I'm up in the Pacific Northwest. Will this product work on our roof moss up here? Can I apply it this time of the year?,,Yes,Health and Personal Care
open-ended,B000QJ58WU,"Sep 27, 2014",1411801200.0,"I bought two bottles of Spray and Forget several months ago, along with a Gilmour sprayer to apply it with. I treated one side of our house once, but there has been no change. I think it is because the sprayer can't be ""dialed up"" to a strong enough...",,Buy the Spray and Forget super concentrated formula. It has a sprayer built into the bottle.,Health and Personal Care
yes/no,B000QJ58WU,14 days ago,,Is it safe to use on asphalt shingles? We have stains on our asphalt shingle roof where a gutter outlet is over the roof.,?,It won't harm your shingles.,Health and Personal Care
open-ended,B000QJN2NW,"Jan 25, 2014",1390636800.0,how to attach to existing toilet,,"take the current lid and top off, place riser on commode, place lid and top back on top and use the long bolts provided to secure seat riser, seat and top. So basicly you have about a 4 to 5 inch extension between the commode and your current seat.",Health and Personal Care
open-ended,B000QJN2NW,"Jun 10, 2014",1402383600.0,"Description says ""two models accommodate standard and elongated toilets"" but yet there's only 1 model to choose from???? Does it fit elongated toilet?",,NO it fits regular shaped toilet. Try Model number 12403 from drive. It is made for elongated toilets.,Health and Personal Care
yes/no,B000QJN2NW,"Dec 15, 2014",1418630400.0,Will the elongated seat fit: I have a kohler elongated toilet that measures 18L x 14W.,?,"Hi Lori Maggin, Thanks for your interest in the Drive Medical Premium Seat Riser with Removable Arms for Standard Toilets. This seat riser has a length of 17"", a height of 8"", and a seat width of 13.75"". The model that Drive Medical makes that is for elongated toilets is the 12403. This seat riser has a length of 19.25"", a height of 8"", and a seat width of 13.75"". Below is a link to the seat riser for elongated toilets. Link to Drive Medical 12403: http://www.amazon.com/Drive-Medical-Raised-Elongated-Removable/dp/B000QJN2NW/ref=sr_1_1?ie=UTF8&qid=1418657118&sr=8-1&keywords=Drive+Medical+12403",Health and Personal Care
open-ended,B000QJN2NW,"Oct 24, 2014",1414134000.0,How is the seat riser attached to the toilet bowl so it doesn't slip when getting on and off?,,You undo the current seat & use the new one with it's longer screws to attach to the toilet. It's sturdy and doesn't wiggle if you attach it correctly.,Health and Personal Care
yes/no,B000QJN2NW,"Mar 19, 2015",1426748400.0,is it necessary to drill larger holes in the commode to accept the long bolts that fix the riser to the commode?,N,no,Health and Personal Care
yes/no,B000QJN2NW,19 days ago,,Does this riser fit on a Sphinx toilet?,Y,I have an oval toilet and the riser is longer. It still fits and I love it. Lid great,Health and Personal Care
open-ended,B000QJN2NW,9 days ago,,I have a Flushometer toilet (no tank): can this riser work with an American Standard flushometer?,,"If you are referring to the type of unit that senses when to flush when someone gets up....I am not sure. My unit is in storage at this time, so I can't measure the height of the seat (the thicknes) for you..... But.....if your unit has a manual switch, there should be no problem as long as you have a toilet base that is oval in shape and has two holes that the old toilet seat used to be fastened to the actual toilet bowl. This unit just needs two holes for the long nuts and bolts that you use to fasten it down after you place your 'old' toilet seat on top of this riser. All fastens down with the nuts and bolts that go through the same holes as your normal toilet seat which is, now, going to sit on top of this unit when all is fastened in place. The thickness of all may cause any sensor to be unable to sense anything but that override switch would be the way to flush with this unit in place..... I am guessing that is what you are referring to......a toilet with flushing sensors being unable to sense when to flush with this unit or any unit on top of the normal toilet height.....",Health and Personal Care
open-ended,B000QJN2NW,"Feb 26, 2013",1361865600.0,Can someone please tell me the measurement of the space between the arm rests?,,I'm sorry I'm not at my mother in laws where I installed it. But the installation is a real pain. The screws that they provide are not long enough to reach underneath the toilet. I had to go to home depot and get longer aluminum screws to install the seat. A real pain in the neck.,Health and Personal Care
open-ended,B000QJN2NW,"Nov 5, 2014",1415174400.0,Elongated toilet bowls--will this work?,,"Home Health pro here: Raised toilet seats work for standard and elongated seats, be sure what you buy specifies ""elongated"" in the description, otherwise you will get a standard size. Best of luck to you.",Health and Personal Care
open-ended,B000QJN2NW,"Feb 8, 2014",1391846400.0,does this require to use a seat cover to be used or is this riser soft and efficient to use with out?,,"you move the existing seat and cover up and reattach it above the riser, the riser is essentially a spacer to increase the seat height. all needed hardware for install was included with riser",Health and Personal Care
open-ended,B000QR6V32,"Mar 23, 2015",1427094000.0,Can I use this on fabric sneakers? Like fabric Skechers with rubber bottoms?,,Yes you can. I use them on my sneakers.,Health and Personal Care
yes/no,B000QR6V32,"Jan 20, 2015",1421740800.0,Will this work on suede boots as well (like the Bear Paw shoes?),Y,"Yes. I buy it to use on all my suede boots. That's why I buy it. I have used it on many pairs. It might look a little wet, but will dry normal. Do not spay too close to the boots.",Health and Personal Care
yes/no,B000QR6V32,"Oct 7, 2014",1412665200.0,"Can I use this on boots made of ""fake leather""?",?,I would say probably. It's meant for multiple types of materials. It does great on my nylon shoes. You could test in a small area to make sure it doesn't look bad.,Health and Personal Care
yes/no,B000QR6V32,"Oct 5, 2013",1380956400.0,WILL IT WORK ON LEATHER,Y,Yes - I spray two coats on handbags and shoes per the instructions.,Health and Personal Care
open-ended,B000QR6V32,"Apr 14, 2015",1428994800.0,Does anyone know if this contains silicone?,,The aerosol can label does not provide a list of ingredients.,Health and Personal Care
